age,job,marital,education,default,housing,loan,y
36,admin.,married,high.school,no,no,no,yes
55,services,married,basic.9y,no,yes,no,yes
32,unemployed,single,professional.course,no,yes,yes,yes
48,unemployed,married,professional.course,no,no,no,yes
52,services,married,high.school,no,no,no,no
34,blue-collar,married,basic.9y,no,yes,no,no
38,services,married,high.school,no,yes,yes,no
44,blue-collar,married,basic.9y,no,yes,no,no
28,self-employed,married,basic.9y,no,yes,no,yes
27,blue-collar,married,basic.9y,no,no,no,no
73,retired,married,basic.4y,no,yes,no,yes
35,admin.,single,high.school,no,yes,yes,no
53,blue-collar,married,basic.4y,no,no,no,no
47,admin.,married,university.degree,no,yes,no,yes
41,technician,married,high.school,no,yes,yes,no
25,student,single,high.school,no,yes,no,yes
29,admin.,single,university.degree,no,no,no,yes
33,blue-collar,married,basic.6y,no,no,no,yes
46,admin.,single,university.degree,no,yes,no,yes
51,services,married,high.school,no,no,no,yes
41,blue-collar,married,basic.6y,no,yes,no,yes
50,housemaid,married,basic.6y,no,no,no,yes
45,admin.,married,basic.9y,no,no,no,no
25,unemployed,married,university.degree,no,no,no,yes
41,technician,married,basic.6y,no,yes,no,no
32,services,single,basic.6y,no,no,no,no
51,technician,divorced,high.school,no,no,yes,yes
24,services,single,high.school,no,yes,no,yes
48,admin.,divorced,high.school,no,yes,no,no
25,blue-collar,married,basic.9y,no,no,no,no
37,technician,married,professional.course,no,yes,no,no
44,admin.,married,high.school,no,no,no,no
27,admin.,married,university.degree,no,yes,no,yes
30,technician,single,professional.course,no,no,no,no
53,admin.,single,professional.course,no,no,no,no
36,unemployed,single,university.degree,no,yes,no,yes
39,services,married,high.school,no,no,no,no
48,blue-collar,married,professional.course,no,yes,yes,no
59,admin.,single,university.degree,no,yes,yes,no
32,technician,single,professional.course,no,no,no,no
39,housemaid,married,university.degree,no,yes,no,no
35,admin.,single,university.degree,no,no,no,no
40,blue-collar,married,basic.9y,no,yes,no,no
44,services,divorced,high.school,no,no,no,no
30,self-employed,single,university.degree,no,yes,no,yes
51,admin.,single,basic.6y,no,no,no,no
45,admin.,married,basic.9y,no,yes,no,no
29,blue-collar,married,basic.6y,no,no,no,yes
38,blue-collar,single,basic.9y,no,yes,no,no
34,blue-collar,married,basic.6y,no,yes,no,yes
31,blue-collar,married,basic.9y,no,no,no,no
35,management,married,professional.course,no,yes,yes,no
25,admin.,married,university.degree,no,yes,no,no
29,services,single,university.degree,no,no,no,no
38,technician,married,professional.course,no,yes,no,no
35,admin.,single,university.degree,no,no,no,no
25,student,single,high.school,no,no,no,yes
25,services,married,high.school,no,yes,no,yes
73,retired,married,university.degree,no,no,yes,yes
54,management,divorced,university.degree,no,yes,no,no
39,technician,married,professional.course,no,no,no,no
32,management,single,high.school,no,yes,no,no
33,services,single,high.school,no,yes,no,yes
30,admin.,single,university.degree,no,yes,yes,yes
38,admin.,married,university.degree,no,no,no,yes
27,admin.,single,basic.9y,no,yes,yes,no
33,blue-collar,married,basic.6y,no,yes,no,no
25,admin.,single,university.degree,no,no,no,yes
39,admin.,married,university.degree,no,yes,no,no
40,technician,married,basic.4y,no,yes,no,no
48,management,married,high.school,no,no,no,yes
35,admin.,divorced,university.degree,no,no,no,no
33,blue-collar,single,basic.6y,no,no,no,no
36,blue-collar,single,high.school,no,yes,no,yes
52,admin.,married,university.degree,no,yes,no,yes
73,retired,married,professional.course,no,yes,no,yes
53,self-employed,married,university.degree,no,no,no,no
29,services,married,professional.course,no,no,no,yes
36,services,divorced,university.degree,no,no,no,no
45,technician,married,professional.course,no,yes,no,no
32,admin.,married,university.degree,no,yes,no,yes
43,technician,married,professional.course,no,no,no,yes
26,admin.,single,high.school,no,no,no,no
36,blue-collar,single,basic.9y,no,no,yes,no
32,blue-collar,married,professional.course,no,yes,no,no
57,admin.,divorced,university.degree,no,yes,yes,yes
38,technician,divorced,high.school,no,no,no,yes
46,technician,married,professional.course,no,yes,no,yes
27,blue-collar,married,basic.9y,no,yes,yes,no
27,blue-collar,married,basic.9y,no,no,no,yes
39,blue-collar,married,professional.course,no,no,no,no
45,technician,married,university.degree,no,yes,no,yes
33,blue-collar,single,high.school,no,no,no,yes
60,retired,married,university.degree,no,no,no,yes
38,technician,single,high.school,no,yes,no,no
37,housemaid,married,high.school,no,yes,no,no
38,admin.,single,university.degree,no,no,no,no
36,technician,married,high.school,no,yes,no,no
61,admin.,married,high.school,no,yes,yes,yes
38,technician,married,professional.course,no,no,no,no
42,blue-collar,married,basic.6y,no,yes,yes,yes
35,blue-collar,married,basic.6y,no,no,no,no
44,blue-collar,single,high.school,no,no,yes,no
36,blue-collar,married,basic.9y,no,yes,no,yes
20,student,single,basic.4y,no,yes,yes,yes
23,admin.,single,university.degree,no,yes,no,yes
45,admin.,married,basic.6y,no,yes,yes,no
34,management,married,university.degree,no,yes,no,no
26,technician,married,professional.course,no,no,no,no
38,services,divorced,basic.6y,no,no,no,no
35,services,married,basic.6y,no,yes,no,no
46,technician,married,professional.course,no,yes,no,yes
24,student,single,university.degree,no,yes,yes,no
29,admin.,single,university.degree,no,no,yes,no
57,admin.,married,university.degree,no,no,yes,no
36,admin.,married,high.school,no,no,no,no
40,blue-collar,married,high.school,no,no,yes,no
44,technician,married,university.degree,no,yes,no,yes
32,technician,divorced,professional.course,no,yes,no,no
57,blue-collar,divorced,professional.course,no,yes,no,no
53,blue-collar,divorced,basic.4y,no,no,no,yes
37,unemployed,married,professional.course,no,yes,no,yes
38,services,single,high.school,no,yes,no,yes
30,technician,single,professional.course,no,yes,no,yes
21,student,single,university.degree,no,yes,no,yes
48,blue-collar,married,professional.course,no,no,no,no
34,management,married,high.school,no,no,no,no
43,entrepreneur,married,basic.9y,no,yes,no,no
39,technician,divorced,professional.course,no,no,no,no
33,management,married,university.degree,no,no,no,yes
32,technician,single,university.degree,no,yes,no,yes
51,technician,single,university.degree,no,yes,no,yes
33,admin.,single,professional.course,no,no,no,no
31,technician,single,university.degree,no,yes,no,no
52,admin.,single,basic.9y,no,no,no,no
28,services,married,high.school,no,no,no,yes
28,technician,single,professional.course,no,yes,no,yes
83,retired,married,high.school,no,no,no,yes
56,unemployed,divorced,basic.4y,no,no,no,yes
41,admin.,married,university.degree,no,no,no,yes
31,admin.,married,university.degree,no,yes,no,no
29,housemaid,single,high.school,no,no,no,no
33,management,married,university.degree,no,yes,no,no
59,admin.,married,university.degree,no,no,yes,no
38,admin.,single,high.school,no,yes,yes,yes
40,admin.,single,high.school,no,no,no,no
33,blue-collar,married,basic.4y,no,no,yes,yes
39,management,married,high.school,no,no,no,no
39,blue-collar,married,basic.9y,no,no,no,no
46,retired,married,university.degree,no,no,no,no
37,management,single,university.degree,no,no,no,yes
31,technician,married,basic.9y,no,no,yes,yes
36,admin.,married,university.degree,no,yes,no,yes
29,services,married,high.school,no,no,no,no
33,admin.,divorced,high.school,no,no,no,no
28,services,married,high.school,no,no,no,yes
29,technician,single,professional.course,no,no,no,yes
29,technician,single,professional.course,no,yes,no,yes
39,blue-collar,married,basic.9y,no,yes,no,no
56,blue-collar,married,basic.9y,no,yes,no,yes
28,admin.,married,high.school,no,no,no,no
33,admin.,single,university.degree,no,yes,no,no
31,blue-collar,married,basic.6y,no,no,yes,yes
23,student,single,high.school,no,yes,no,yes
26,blue-collar,single,basic.9y,no,yes,no,no
31,blue-collar,married,basic.9y,no,no,no,no
31,blue-collar,single,high.school,no,yes,no,yes
32,admin.,single,high.school,no,yes,no,yes
39,services,married,high.school,no,no,no,no
36,blue-collar,married,basic.9y,no,yes,no,no
41,blue-collar,married,basic.6y,no,no,no,no
23,admin.,single,university.degree,no,no,no,yes
34,blue-collar,single,university.degree,no,yes,yes,no
43,entrepreneur,married,basic.4y,no,yes,no,no
49,blue-collar,married,basic.6y,no,yes,no,yes
56,technician,divorced,professional.course,no,no,no,yes
32,student,married,high.school,no,no,no,yes
44,entrepreneur,married,university.degree,no,yes,no,yes
32,technician,divorced,professional.course,no,yes,no,yes
51,retired,married,professional.course,no,yes,yes,no
30,blue-collar,married,basic.6y,no,no,no,no
34,admin.,single,university.degree,no,no,no,no
58,admin.,married,basic.6y,no,yes,no,no
59,retired,married,professional.course,no,no,no,yes
36,services,married,high.school,no,yes,no,no
35,admin.,single,high.school,no,yes,no,no
49,management,married,basic.4y,no,yes,no,no
33,services,married,university.degree,no,yes,no,no
39,blue-collar,married,basic.6y,no,no,no,no
41,admin.,married,high.school,no,no,yes,no
40,technician,married,basic.9y,no,yes,no,no
48,unemployed,married,university.degree,no,yes,no,yes
66,housemaid,married,basic.4y,no,no,no,yes
39,blue-collar,married,basic.6y,no,yes,no,no
42,technician,married,professional.course,no,yes,no,yes
40,services,single,professional.course,no,no,no,no
30,technician,single,high.school,no,no,no,no
70,blue-collar,married,basic.4y,no,no,yes,yes
44,blue-collar,married,basic.4y,no,yes,yes,no
26,services,single,high.school,no,no,no,no
54,retired,married,basic.4y,no,no,no,yes
37,technician,married,basic.9y,no,no,no,no
46,retired,married,basic.4y,no,no,no,no
32,blue-collar,single,basic.9y,no,yes,no,yes
40,blue-collar,married,basic.6y,no,no,yes,no
34,blue-collar,married,basic.6y,no,no,no,no
60,retired,married,university.degree,no,no,no,yes
74,retired,divorced,basic.4y,no,yes,no,yes
26,technician,single,university.degree,no,yes,no,yes
29,services,single,university.degree,no,yes,yes,no
29,admin.,single,high.school,no,no,no,yes
37,management,married,university.degree,no,yes,no,no
40,blue-collar,married,basic.4y,no,no,no,no
35,blue-collar,married,high.school,no,yes,yes,no
44,blue-collar,married,basic.6y,no,no,no,no
27,technician,single,university.degree,no,yes,no,yes
30,admin.,single,university.degree,no,yes,no,yes
25,technician,single,professional.course,no,yes,yes,no
30,student,single,basic.9y,no,no,no,no
32,technician,single,professional.course,no,no,no,yes
28,student,single,high.school,no,no,yes,yes
24,technician,single,professional.course,no,yes,no,yes
33,technician,married,professional.course,no,yes,no,yes
25,admin.,single,university.degree,no,no,yes,yes
34,technician,married,university.degree,no,yes,no,yes
32,management,single,university.degree,no,yes,no,yes
75,retired,divorced,high.school,no,no,no,yes
52,management,married,university.degree,no,no,no,no
27,services,married,university.degree,no,yes,no,yes
41,blue-collar,divorced,basic.9y,no,no,no,no
53,technician,married,high.school,no,no,no,no
48,unemployed,married,basic.4y,no,yes,no,no
51,blue-collar,married,basic.9y,no,yes,no,yes
30,technician,single,university.degree,no,no,no,yes
35,blue-collar,married,basic.6y,no,no,no,no
39,management,divorced,university.degree,no,yes,no,yes
30,blue-collar,married,basic.9y,no,no,yes,no
34,technician,divorced,professional.course,no,yes,no,yes
43,admin.,married,university.degree,no,yes,no,yes
42,admin.,divorced,university.degree,no,no,no,no
31,technician,single,university.degree,no,yes,no,no
33,blue-collar,married,basic.6y,no,yes,yes,yes
57,retired,married,high.school,no,yes,no,yes
31,technician,single,professional.course,no,yes,no,no
45,blue-collar,single,basic.6y,no,yes,no,no
55,technician,married,high.school,no,no,no,no
33,self-employed,single,university.degree,no,no,no,no
38,services,single,high.school,no,yes,no,no
26,student,single,basic.9y,no,yes,no,yes
42,management,married,university.degree,no,no,no,no
30,technician,single,professional.course,no,yes,no,no
71,retired,married,basic.4y,no,yes,no,yes
36,blue-collar,married,basic.9y,no,yes,no,no
36,admin.,divorced,high.school,no,yes,yes,no
46,blue-collar,married,professional.course,no,no,no,no
47,blue-collar,married,basic.9y,no,yes,no,no
48,admin.,single,university.degree,no,no,no,no
44,technician,married,university.degree,no,no,no,yes
31,admin.,married,professional.course,no,no,no,yes
49,admin.,divorced,basic.9y,no,yes,no,no
27,services,single,high.school,no,yes,no,yes
31,admin.,single,high.school,no,yes,no,yes
30,blue-collar,divorced,basic.9y,no,yes,no,no
69,retired,married,basic.6y,no,yes,no,yes
22,blue-collar,single,basic.9y,no,yes,no,no
54,management,married,university.degree,no,no,yes,yes
25,student,single,high.school,no,yes,no,yes
36,blue-collar,married,basic.9y,no,yes,no,no
61,management,married,university.degree,no,yes,no,yes
32,admin.,single,high.school,no,yes,no,no
28,technician,single,professional.course,no,yes,yes,no
33,admin.,married,high.school,no,yes,yes,no
69,retired,divorced,basic.4y,no,yes,no,yes
36,services,married,university.degree,no,no,yes,yes
37,admin.,married,high.school,no,yes,yes,no
20,student,single,high.school,no,no,yes,yes
23,management,single,university.degree,no,yes,no,yes
28,services,single,high.school,no,no,no,yes
32,admin.,single,professional.course,no,no,no,no
42,services,married,professional.course,no,yes,no,yes
32,blue-collar,married,high.school,no,yes,no,yes
55,admin.,married,high.school,no,yes,no,yes
47,admin.,married,high.school,no,no,no,yes
25,services,single,high.school,no,no,no,yes
43,admin.,married,university.degree,no,no,no,no
37,technician,single,professional.course,no,yes,no,yes
34,blue-collar,single,basic.4y,no,no,no,no
50,technician,married,basic.6y,no,yes,no,no
26,self-employed,single,university.degree,no,no,no,yes
33,blue-collar,married,basic.9y,no,no,no,no
28,technician,single,professional.course,no,yes,no,yes
43,blue-collar,single,professional.course,no,no,no,no
51,unemployed,married,high.school,no,yes,no,no
48,admin.,married,high.school,no,yes,no,no
31,admin.,married,high.school,no,no,no,no
37,services,single,high.school,no,yes,no,yes
39,services,divorced,high.school,no,yes,no,no
39,blue-collar,divorced,high.school,no,yes,yes,no
33,technician,single,university.degree,no,no,no,no
34,management,married,university.degree,no,yes,no,no
34,admin.,married,high.school,no,no,no,no
40,blue-collar,married,high.school,no,yes,no,no
42,self-employed,married,university.degree,no,yes,no,yes
33,self-employed,married,university.degree,no,no,no,no
39,technician,married,professional.course,no,no,no,no
27,technician,single,university.degree,no,yes,no,no
34,management,married,university.degree,no,no,no,no
36,admin.,married,university.degree,no,yes,no,no
38,blue-collar,married,basic.9y,no,no,no,yes
38,admin.,married,university.degree,no,no,no,no
37,management,single,basic.9y,no,no,no,yes
31,blue-collar,divorced,professional.course,no,yes,no,no
29,blue-collar,single,basic.9y,no,no,no,yes
41,technician,married,professional.course,no,yes,no,no
30,technician,married,professional.course,no,yes,no,yes
29,blue-collar,married,basic.9y,no,yes,no,no
52,services,divorced,high.school,no,no,no,yes
33,services,married,basic.4y,no,no,no,no
37,technician,single,basic.9y,no,no,yes,no
29,technician,married,professional.course,no,yes,no,yes
52,technician,married,high.school,no,yes,no,no
80,retired,married,professional.course,no,yes,no,yes
43,entrepreneur,married,high.school,no,no,no,no
31,entrepreneur,single,university.degree,no,yes,no,yes
48,unemployed,married,basic.4y,no,yes,yes,no
34,blue-collar,married,basic.9y,no,no,no,yes
50,admin.,married,university.degree,no,no,yes,yes
41,blue-collar,married,basic.4y,no,yes,no,no
30,self-employed,married,university.degree,no,yes,no,yes
55,admin.,divorced,university.degree,no,no,no,no
69,retired,divorced,university.degree,no,yes,no,yes
28,student,single,basic.9y,no,no,yes,yes
34,admin.,married,high.school,no,yes,no,yes
43,blue-collar,married,basic.6y,no,yes,no,yes
29,housemaid,married,high.school,no,no,no,no
50,entrepreneur,divorced,university.degree,no,yes,no,yes
56,blue-collar,married,basic.4y,no,no,no,no
38,technician,married,professional.course,no,no,no,no
33,blue-collar,married,professional.course,no,no,no,no
56,entrepreneur,married,university.degree,no,yes,no,no
42,technician,single,high.school,no,no,no,no
56,retired,married,basic.4y,no,yes,no,no
46,services,divorced,high.school,no,no,no,no
46,blue-collar,married,basic.9y,no,no,no,yes
40,housemaid,single,university.degree,no,no,yes,no
31,unemployed,married,basic.9y,no,no,no,yes
50,management,married,university.degree,no,yes,no,no
53,self-employed,married,basic.4y,no,no,no,no
51,technician,married,professional.course,no,yes,yes,no
34,unemployed,single,university.degree,no,yes,yes,no
44,blue-collar,single,basic.9y,no,yes,no,no
39,admin.,married,university.degree,no,yes,yes,no
35,admin.,married,high.school,no,no,no,yes
35,blue-collar,married,basic.9y,no,no,no,yes
39,unemployed,single,university.degree,no,yes,no,yes
43,admin.,married,university.degree,no,yes,no,no
43,admin.,divorced,high.school,no,no,no,no
46,blue-collar,single,basic.9y,no,yes,no,yes
30,unemployed,married,high.school,no,no,no,yes
38,admin.,married,high.school,no,no,no,no
32,management,single,university.degree,no,no,no,no
75,retired,married,basic.4y,no,no,no,yes
52,admin.,married,university.degree,no,no,yes,yes
38,admin.,single,university.degree,no,yes,no,yes
46,self-employed,married,university.degree,no,yes,no,no
36,management,divorced,university.degree,no,no,no,yes
41,management,married,high.school,no,no,no,no
43,services,married,high.school,no,no,no,no
31,technician,married,university.degree,no,no,no,yes
35,services,married,basic.6y,no,no,no,yes
38,admin.,married,university.degree,no,yes,no,no
55,admin.,married,high.school,no,no,yes,no
86,retired,married,basic.4y,no,yes,no,yes
58,admin.,married,high.school,no,yes,no,no
31,unemployed,single,professional.course,no,no,no,no
44,blue-collar,divorced,basic.9y,no,yes,no,no
53,admin.,single,university.degree,no,yes,no,yes
57,admin.,single,university.degree,no,no,yes,yes
55,management,divorced,university.degree,no,yes,no,no
35,admin.,married,university.degree,no,yes,no,yes
29,admin.,single,high.school,no,yes,yes,yes
31,blue-collar,married,basic.9y,no,yes,no,yes
56,retired,married,basic.4y,no,yes,no,no
44,blue-collar,married,basic.6y,no,yes,no,no
30,admin.,married,university.degree,no,yes,no,yes
52,technician,married,professional.course,no,yes,no,yes
28,services,divorced,high.school,no,yes,no,no
35,admin.,married,university.degree,no,yes,no,yes
38,admin.,married,high.school,no,no,no,yes
40,technician,married,professional.course,no,yes,no,yes
32,blue-collar,married,basic.9y,no,yes,yes,yes
51,technician,married,professional.course,no,yes,yes,yes
31,management,married,university.degree,no,yes,yes,no
41,admin.,married,university.degree,no,yes,no,yes
39,unemployed,married,professional.course,no,no,yes,no
38,technician,single,university.degree,no,yes,no,no
51,technician,married,high.school,no,no,no,yes
57,retired,married,university.degree,no,no,no,no
41,technician,married,basic.9y,no,yes,no,no
24,services,single,high.school,no,no,no,no
44,entrepreneur,married,basic.4y,no,yes,no,yes
58,retired,married,high.school,no,yes,no,yes
36,blue-collar,married,high.school,no,yes,yes,no
44,admin.,married,university.degree,no,yes,no,no
35,admin.,married,high.school,no,no,no,no
38,admin.,married,university.degree,no,yes,no,no
59,management,married,university.degree,no,no,no,yes
70,retired,married,basic.4y,no,yes,no,yes
42,blue-collar,married,basic.9y,no,yes,no,yes
32,housemaid,married,basic.4y,no,yes,no,no
30,admin.,married,university.degree,no,yes,no,yes
37,admin.,single,university.degree,no,no,no,no
47,blue-collar,divorced,basic.4y,no,no,yes,no
54,management,divorced,university.degree,no,yes,no,no
29,services,single,high.school,no,yes,no,no
40,technician,married,professional.course,no,no,no,no
37,technician,single,university.degree,no,no,no,no
35,admin.,married,basic.6y,no,yes,no,no
49,blue-collar,married,basic.9y,no,yes,no,no
49,management,married,university.degree,no,yes,no,no
31,management,married,high.school,no,no,no,no
31,management,married,university.degree,no,no,no,no
47,management,married,professional.course,no,no,no,no
42,blue-collar,married,basic.4y,no,no,no,no
33,blue-collar,married,high.school,no,yes,no,no
39,technician,single,university.degree,no,yes,no,yes
47,technician,married,professional.course,no,no,no,no
34,technician,single,university.degree,no,yes,no,yes
48,management,divorced,university.degree,no,no,no,no
41,admin.,single,high.school,no,no,no,no
43,self-employed,married,basic.9y,no,no,no,yes
48,admin.,divorced,high.school,no,no,no,yes
24,blue-collar,single,basic.9y,no,no,no,no
45,admin.,married,university.degree,no,no,no,yes
25,student,single,high.school,no,yes,yes,yes
21,student,single,high.school,no,yes,no,yes
32,admin.,divorced,high.school,no,no,yes,no
46,blue-collar,married,basic.9y,no,no,no,no
26,technician,single,high.school,no,yes,yes,yes
37,admin.,married,university.degree,no,no,no,yes
28,admin.,single,university.degree,no,yes,no,yes
33,management,married,high.school,no,yes,no,no
32,services,single,professional.course,no,yes,no,yes
37,self-employed,married,professional.course,no,yes,no,no
42,technician,single,high.school,no,no,no,no
34,admin.,married,professional.course,no,yes,no,yes
43,technician,married,professional.course,no,no,no,no
35,blue-collar,married,basic.9y,no,yes,no,no
28,blue-collar,single,basic.9y,no,no,no,no
35,housemaid,married,basic.4y,no,no,no,yes
37,technician,single,professional.course,no,yes,no,no
52,blue-collar,married,basic.6y,no,no,no,yes
55,technician,married,university.degree,no,yes,yes,yes
28,admin.,single,university.degree,no,yes,no,no
28,admin.,single,high.school,no,no,no,yes
32,admin.,married,university.degree,no,yes,no,yes
27,technician,married,professional.course,no,no,no,no
26,technician,single,basic.9y,no,yes,no,no
63,retired,married,professional.course,no,yes,no,yes
31,technician,married,university.degree,no,no,no,yes
55,blue-collar,married,basic.9y,no,no,no,no
30,blue-collar,married,basic.4y,no,yes,no,yes
33,technician,married,professional.course,no,no,no,no
23,services,married,basic.9y,no,no,no,no
64,admin.,married,university.degree,no,no,yes,yes
45,management,married,university.degree,no,yes,no,no
39,admin.,divorced,university.degree,no,no,yes,yes
30,technician,divorced,professional.course,no,yes,no,no
31,technician,single,professional.course,no,yes,no,yes
49,admin.,married,high.school,no,yes,no,yes
53,blue-collar,married,basic.9y,no,no,yes,no
36,unemployed,married,university.degree,no,no,no,yes
30,blue-collar,single,basic.9y,no,no,no,no
34,admin.,married,university.degree,no,no,no,no
28,blue-collar,single,high.school,no,yes,no,yes
41,admin.,married,high.school,no,no,yes,no
31,admin.,divorced,high.school,no,no,no,no
44,admin.,single,university.degree,no,no,no,yes
77,retired,married,university.degree,no,no,yes,yes
53,admin.,married,university.degree,no,yes,yes,yes
39,admin.,single,university.degree,no,no,no,no
35,technician,married,professional.course,no,no,no,yes
42,admin.,married,high.school,no,yes,no,no
53,blue-collar,married,basic.9y,no,yes,no,no
31,admin.,single,basic.9y,no,yes,no,no
26,technician,single,professional.course,no,no,yes,yes
20,student,single,high.school,no,yes,no,yes
33,management,single,university.degree,no,yes,yes,no
24,student,single,high.school,no,no,no,yes
35,entrepreneur,married,basic.9y,no,no,no,no
31,services,single,professional.course,no,yes,no,yes
58,management,married,university.degree,no,no,yes,no
30,management,married,basic.9y,no,yes,no,no
39,management,married,university.degree,no,no,no,yes
36,blue-collar,married,basic.9y,no,yes,no,no
27,entrepreneur,married,high.school,no,no,no,yes
35,services,single,basic.4y,no,no,no,no
18,student,single,high.school,no,no,no,yes
57,management,married,university.degree,no,no,no,no
33,technician,married,basic.9y,no,no,no,no
30,self-employed,single,university.degree,no,yes,no,yes
34,admin.,single,university.degree,no,yes,no,yes
35,admin.,divorced,high.school,no,no,yes,no
29,unemployed,single,university.degree,no,no,no,no
57,management,divorced,university.degree,no,yes,no,no
49,admin.,divorced,high.school,no,yes,no,no
41,blue-collar,married,basic.4y,no,no,no,no
60,unemployed,married,high.school,no,yes,no,yes
33,admin.,single,university.degree,no,no,no,yes
37,blue-collar,married,high.school,no,yes,yes,no
32,blue-collar,married,basic.9y,no,no,no,no
32,admin.,married,professional.course,no,yes,no,yes
33,blue-collar,married,basic.4y,no,yes,no,no
45,blue-collar,single,high.school,no,yes,yes,yes
33,management,married,university.degree,no,no,no,no
48,technician,married,high.school,no,no,no,no
51,entrepreneur,married,university.degree,no,no,no,no
34,admin.,single,high.school,no,no,no,no
41,services,married,university.degree,no,yes,no,no
68,retired,married,high.school,no,no,no,yes
40,blue-collar,married,basic.4y,no,no,no,no
27,student,single,university.degree,no,yes,no,no
31,admin.,married,university.degree,no,no,no,yes
57,retired,single,high.school,no,yes,no,no
40,admin.,married,high.school,no,no,no,no
34,admin.,single,high.school,no,yes,no,no
33,technician,married,professional.course,no,yes,no,yes
53,technician,married,professional.course,no,no,no,yes
31,management,single,university.degree,no,yes,no,yes
77,retired,divorced,basic.4y,no,yes,no,yes
42,blue-collar,married,basic.6y,no,yes,no,yes
36,management,married,basic.6y,no,yes,no,yes
32,technician,married,professional.course,no,yes,no,yes
32,blue-collar,married,basic.9y,no,no,no,no
22,self-employed,single,professional.course,no,yes,no,yes
45,admin.,divorced,university.degree,no,no,no,yes
38,technician,married,university.degree,no,yes,no,yes
35,admin.,single,university.degree,no,yes,no,yes
78,retired,married,basic.4y,no,no,no,yes
68,retired,divorced,high.school,no,yes,yes,yes
40,admin.,single,university.degree,no,yes,no,no
25,blue-collar,married,basic.4y,no,no,yes,yes
51,services,married,basic.6y,no,no,no,yes
35,blue-collar,married,basic.9y,no,yes,no,yes
23,admin.,single,university.degree,no,no,no,yes
31,admin.,married,high.school,no,no,no,no
26,blue-collar,single,basic.9y,no,no,no,yes
30,blue-collar,single,high.school,no,yes,no,no
54,blue-collar,divorced,basic.4y,no,no,no,no
50,services,married,high.school,no,yes,no,no
61,retired,married,university.degree,no,no,no,yes
44,admin.,single,university.degree,no,yes,no,no
69,entrepreneur,married,high.school,no,no,no,yes
42,admin.,married,university.degree,no,no,no,no
29,admin.,single,university.degree,no,no,yes,yes
56,retired,married,basic.4y,no,no,no,no
26,technician,married,professional.course,no,no,no,no
30,technician,married,university.degree,no,yes,no,yes
38,blue-collar,married,professional.course,no,yes,no,no
31,housemaid,divorced,high.school,no,yes,no,no
31,management,single,high.school,no,yes,no,no
29,blue-collar,single,high.school,no,yes,no,yes
44,admin.,married,high.school,no,yes,no,no
34,blue-collar,single,basic.9y,no,yes,no,no
33,management,married,university.degree,no,yes,no,no
40,blue-collar,married,basic.9y,no,no,no,yes
36,entrepreneur,single,university.degree,no,yes,no,yes
51,blue-collar,married,basic.4y,no,yes,yes,yes
35,entrepreneur,married,high.school,no,no,no,yes
34,services,married,high.school,no,no,no,no
30,entrepreneur,married,high.school,no,yes,yes,yes
29,admin.,divorced,university.degree,no,yes,no,yes
32,technician,married,professional.course,no,no,no,no
52,management,divorced,university.degree,no,no,no,no
37,management,married,university.degree,no,yes,no,yes
28,entrepreneur,married,university.degree,no,no,no,no
31,admin.,single,university.degree,no,yes,no,no
56,retired,married,high.school,no,no,no,yes
44,blue-collar,married,basic.4y,no,no,no,no
42,self-employed,married,university.degree,no,no,no,no
59,retired,divorced,basic.4y,no,yes,no,no
26,student,single,high.school,no,yes,no,yes
44,technician,single,professional.course,no,yes,no,no
39,entrepreneur,married,high.school,no,yes,no,no
40,admin.,divorced,professional.course,no,yes,no,no
33,management,single,university.degree,no,no,no,yes
22,services,single,professional.course,no,no,no,yes
44,management,married,university.degree,no,yes,no,no
38,admin.,married,high.school,no,yes,no,no
63,technician,married,professional.course,no,yes,no,yes
34,admin.,single,basic.9y,no,no,no,no
29,blue-collar,divorced,basic.4y,no,no,no,no
39,admin.,single,university.degree,no,no,no,no
35,blue-collar,single,high.school,no,yes,no,no
31,blue-collar,single,high.school,no,yes,no,yes
35,self-employed,single,university.degree,no,yes,no,yes
35,technician,married,university.degree,no,yes,yes,yes
39,blue-collar,married,basic.6y,no,no,no,yes
24,services,single,high.school,no,no,no,no
56,blue-collar,single,basic.6y,no,yes,no,no
33,admin.,married,university.degree,no,yes,no,yes
33,blue-collar,divorced,basic.9y,no,yes,no,yes
39,blue-collar,married,basic.9y,no,yes,no,yes
43,blue-collar,married,basic.9y,no,no,no,no
34,management,married,university.degree,no,no,no,yes
71,retired,married,university.degree,no,no,no,yes
26,student,single,basic.9y,no,no,no,yes
44,technician,divorced,high.school,no,no,no,no
47,management,married,university.degree,no,no,no,no
46,entrepreneur,married,basic.4y,no,no,no,no
42,blue-collar,divorced,basic.9y,no,yes,no,no
28,management,single,university.degree,no,no,no,yes
36,admin.,married,university.degree,no,yes,no,yes
31,services,single,high.school,no,yes,no,yes
44,entrepreneur,married,high.school,no,yes,no,no
78,retired,married,basic.4y,no,yes,no,yes
69,retired,married,high.school,no,no,no,yes
33,admin.,single,university.degree,no,yes,no,yes
35,services,married,basic.9y,no,no,no,no
60,housemaid,married,basic.4y,no,yes,no,yes
35,blue-collar,married,basic.9y,no,yes,no,no
21,student,single,high.school,no,yes,no,yes
33,blue-collar,single,basic.9y,no,yes,no,no
41,blue-collar,married,basic.6y,no,yes,no,no
42,blue-collar,married,high.school,no,no,yes,yes
57,blue-collar,divorced,basic.9y,no,yes,no,yes
